Location,Year,Planting,Latitude,Longitude,Genetics,id_trial,id_loc,PlantingDate,Mat,Yield_Sim,MaxStage,StartDate,PlantingDate_Sim,DTM_Sim,MatDate_Sim,EndDate,Result
MIH1_2018,2018,2018-05-28,42.689234,-84.49755575,B_120,411,49,2018-05-28,B_120,9018.95556633168,8.933080461147652,2018-04-28,2018-05-28,144,2018-10-19,2018-11-19,Dead from Total Senescence.
MIH1_2018,2018,2018-05-28,42.689234,-84.49755575,B_103,412,49,2018-05-28,B_103,9860.882622534786,11,2018-04-28,2018-05-28,135,2018-10-10,2018-11-10,Harvested at Maturity.
MIH1_2018,2018,2018-05-28,42.689234,-84.49755575,B_115,413,49,2018-05-28,B_115,9249.000632620808,8.991474023253371,2018-04-28,2018-05-28,144,2018-10-19,2018-11-19,Dead from Total Senescence.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_120,414,50,2018-05-24,B_120,10858.922608741224,8.869750002495545,2018-04-24,2018-05-24,142,2018-10-13,2018-11-13,Dead from Total Senescence.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_130,415,50,2018-05-24,B_130,9612.724675880074,8.737968190857098,2018-04-24,2018-05-24,142,2018-10-13,2018-11-13,Dead from Total Senescence.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_100,416,50,2018-05-24,B_100,10659.499137502273,11,2018-04-24,2018-05-24,130,2018-10-01,2018-11-01,Harvested at Maturity.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_115,417,50,2018-05-24,B_115,12127.99631497247,8.959128566746191,2018-04-24,2018-05-24,142,2018-10-13,2018-11-13,Dead from Total Senescence.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_110,418,50,2018-05-24,B_110,12399.982561459865,11,2018-04-24,2018-05-24,210,2018-12-20,2019-01-20,Harvested at Maturity.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_105,419,50,2018-05-24,B_105,11128.35888981481,11,2018-04-24,2018-05-24,139,2018-10-10,2018-11-10,Harvested at Maturity.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_112,420,50,2018-05-24,B_112,12336.874004218524,10.979817943724193,2018-04-24,2018-05-24,249,2019-01-28,2019-02-28,"Stalled, killed."
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_108,421,50,2018-05-24,B_108,11792.386401200056,11,2018-04-24,2018-05-24,156,2018-10-27,2018-11-27,Harvested at Maturity.
MNH1_2018,2018,2018-05-24,44.070447210000005,-93.5349412725,B_103,422,50,2018-05-24,B_103,11007.768278970883,11,2018-04-24,2018-05-24,134,2018-10-05,2018-11-05,Harvested at Maturity.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_120,423,51,2018-05-17,B_120,9092.729232844997,8.937012158969287,2018-04-17,2018-05-17,107,2018-09-01,2018-10-01,Dead from Total Senescence.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_115,424,51,2018-05-17,B_115,9721.079504903662,11,2018-04-17,2018-05-17,111,2018-09-05,2018-10-05,Harvested at Maturity.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_130,425,51,2018-05-17,B_130,8312.202885168714,8.805491117328595,2018-04-17,2018-05-17,107,2018-09-01,2018-10-01,Dead from Total Senescence.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_110,426,51,2018-05-17,B_110,9913.897603680987,11,2018-04-17,2018-05-17,110,2018-09-04,2018-10-04,Harvested at Maturity.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_105,427,51,2018-05-17,B_105,9958.552606721543,11,2018-04-17,2018-05-17,105,2018-08-30,2018-09-30,Harvested at Maturity.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_108,428,51,2018-05-17,B_108,9849.84526300673,11,2018-04-17,2018-05-17,108,2018-09-02,2018-10-02,Harvested at Maturity.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_103,429,51,2018-05-17,B_103,9731.923785849263,11,2018-04-17,2018-05-17,103,2018-08-28,2018-09-28,Harvested at Maturity.
MOH1_1_2018,2018,2018-05-17,38.89791675,-92.20952075,B_112,430,51,2018-05-17,B_112,9817.806844809747,11,2018-04-17,2018-05-17,110,2018-09-04,2018-10-04,Harvested at Maturity.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_120,431,52,2018-05-17,B_120,9092.7931760239,8.937012158969287,2018-04-17,2018-05-17,107,2018-09-01,2018-10-01,Dead from Total Senescence.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_130,432,52,2018-05-17,B_130,8312.263788790786,8.805491117328595,2018-04-17,2018-05-17,107,2018-09-01,2018-10-01,Dead from Total Senescence.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_110,433,52,2018-05-17,B_110,9913.95776144903,11,2018-04-17,2018-05-17,110,2018-09-04,2018-10-04,Harvested at Maturity.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_115,434,52,2018-05-17,B_115,9721.14070865346,11,2018-04-17,2018-05-17,111,2018-09-05,2018-10-05,Harvested at Maturity.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_105,435,52,2018-05-17,B_105,9958.606689270258,11,2018-04-17,2018-05-17,105,2018-08-30,2018-09-30,Harvested at Maturity.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_108,436,52,2018-05-17,B_108,9849.905480090854,11,2018-04-17,2018-05-17,108,2018-09-02,2018-10-02,Harvested at Maturity.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_103,437,52,2018-05-17,B_103,9731.955462909322,11,2018-04-17,2018-05-17,103,2018-08-28,2018-09-28,Harvested at Maturity.
MOH1_2_2018,2018,2018-05-17,38.895554250000004,-92.20964575,B_112,438,52,2018-05-17,B_112,9817.86500602331,11,2018-04-17,2018-05-17,110,2018-09-04,2018-10-04,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_120,439,53,2018-05-08,B_120,9631.190295351613,11,2018-04-08,2018-05-08,114,2018-08-30,2018-09-30,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_115,440,53,2018-05-08,B_115,9504.846111628198,11,2018-04-08,2018-05-08,112,2018-08-28,2018-09-28,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_130,441,53,2018-05-08,B_130,11084.791566640564,11,2018-04-08,2018-05-08,122,2018-09-07,2018-10-07,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_110,442,53,2018-05-08,B_110,9309.950081237414,11,2018-04-08,2018-05-08,107,2018-08-23,2018-09-23,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_105,443,53,2018-05-08,B_105,8589.028055312372,11,2018-04-08,2018-05-08,102,2018-08-18,2018-09-18,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_108,444,53,2018-05-08,B_108,8846.413515608809,11,2018-04-08,2018-05-08,105,2018-08-21,2018-09-21,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_103,445,53,2018-05-08,B_103,8219.469406431082,11,2018-04-08,2018-05-08,101,2018-08-17,2018-09-17,Harvested at Maturity.
NCH1_2018,2018,2018-05-08,35.6667825,-78.492372,B_112,446,53,2018-05-08,B_112,9173.87338833704,11,2018-04-08,2018-05-08,107,2018-08-23,2018-09-23,Harvested at Maturity.
NYH2_2018,2018,2018-05-18,42.72611075,-76.65530175,B_108,447,54,2018-05-18,B_108,8507.717935183575,11,2018-04-18,2018-05-18,147,2018-10-12,2018-11-12,Harvested at Maturity.
NYH2_2018,2018,2018-05-18,42.72611075,-76.65530175,B_103,448,54,2018-05-18,B_103,8324.81168959711,11,2018-04-18,2018-05-18,141,2018-10-06,2018-11-06,Harvested at Maturity.
NYH2_2018,2018,2018-05-18,42.72611075,-76.65530175,B_105,449,54,2018-05-18,B_105,8374.47105584664,11,2018-04-18,2018-05-18,143,2018-10-08,2018-11-08,Harvested at Maturity.
NYH2_2018,2018,2018-05-18,42.72611075,-76.65530175,B_120,450,54,2018-05-18,B_120,10405.361730059512,11,2018-04-18,2018-05-18,262,2019-02-04,2019-03-04,Harvested at Maturity.
NYH2_2018,2018,2018-05-18,42.72611075,-76.65530175,B_115,451,54,2018-05-18,B_115,9317.314749724132,11,2018-04-18,2018-05-18,172,2018-11-06,2018-12-06,Harvested at Maturity.
NYH2_2018,2018,2018-05-18,42.72611075,-76.65530175,B_110,452,54,2018-05-18,B_110,9281.133571706983,11,2018-04-18,2018-05-18,160,2018-10-25,2018-11-25,Harvested at Maturity.
NYH3_2018,2018,2018-05-18,42.7261605,-76.6556765,B_120,453,55,2018-05-18,B_120,10405.361711279073,11,2018-04-18,2018-05-18,262,2019-02-04,2019-03-04,Harvested at Maturity.
NYH3_2018,2018,2018-05-18,42.7261605,-76.6556765,B_110,454,55,2018-05-18,B_110,9281.133543207505,11,2018-04-18,2018-05-18,160,2018-10-25,2018-11-25,Harvested at Maturity.
NYH3_2018,2018,2018-05-18,42.7261605,-76.6556765,B_115,455,55,2018-05-18,B_115,9317.314720164062,11,2018-04-18,2018-05-18,172,2018-11-06,2018-12-06,Harvested at Maturity.
NYH3_2018,2018,2018-05-18,42.7261605,-76.6556765,B_130,456,55,2018-05-18,B_130,9761.567387226598,8.894118989666428,2018-04-18,2018-05-18,176,2018-11-10,2018-12-10,Dead from Total Senescence.
NYH3_2018,2018,2018-05-18,42.7261605,-76.6556765,B_108,457,55,2018-05-18,B_108,8507.717907660865,11,2018-04-18,2018-05-18,147,2018-10-12,2018-11-12,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_110,458,56,2018-05-08,B_110,11113.148009713215,11,2018-04-08,2018-05-08,153,2018-10-08,2018-11-08,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_105,459,56,2018-05-08,B_105,10853.802468643858,11,2018-04-08,2018-05-08,141,2018-09-26,2018-10-26,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_108,460,56,2018-05-08,B_108,10996.635589744476,11,2018-04-08,2018-05-08,146,2018-10-01,2018-11-01,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_120,461,56,2018-05-08,B_120,11496.321753754864,11,2018-04-08,2018-05-08,177,2018-11-01,2018-12-01,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_103,462,56,2018-05-08,B_103,10671.721085505684,11,2018-04-08,2018-05-08,136,2018-09-21,2018-10-21,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_100,463,56,2018-05-08,B_100,10607.93700391877,11,2018-04-08,2018-05-08,133,2018-09-18,2018-10-18,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_115,464,56,2018-05-08,B_115,11449.44581938524,11,2018-04-08,2018-05-08,163,2018-10-18,2018-11-18,Harvested at Maturity.
WIH1_2018,2018,2018-05-08,43.0544,-89.5317,B_112,465,56,2018-05-08,B_112,11083.54618973034,11,2018-04-08,2018-05-08,152,2018-10-07,2018-11-07,Harvested at Maturity.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_120,466,57,2018-05-19,B_120,11231.61271562834,8.96858132096842,2018-04-19,2018-05-19,148,2018-10-14,2018-11-14,Dead from Total Senescence.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_130,467,57,2018-05-19,B_130,9850.35129012876,8.803272768481293,2018-04-19,2018-05-19,148,2018-10-14,2018-11-14,Dead from Total Senescence.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_115,468,57,2018-05-19,B_115,11431.83328586758,11,2018-04-19,2018-05-19,168,2018-11-03,2018-12-03,Harvested at Maturity.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_100,469,57,2018-05-19,B_100,10585.839163287535,11,2018-04-19,2018-05-19,131,2018-09-27,2018-10-27,Harvested at Maturity.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_110,470,57,2018-05-19,B_110,11440.497785257488,11,2018-04-19,2018-05-19,158,2018-10-24,2018-11-24,Harvested at Maturity.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_105,471,57,2018-05-19,B_105,10754.525043370286,11,2018-04-19,2018-05-19,138,2018-10-04,2018-11-04,Harvested at Maturity.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_108,472,57,2018-05-19,B_108,11270.940119097448,11,2018-04-19,2018-05-19,145,2018-10-11,2018-11-11,Harvested at Maturity.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_103,473,57,2018-05-19,B_103,10734.599956705615,11,2018-04-19,2018-05-19,136,2018-10-02,2018-11-02,Harvested at Maturity.
WIH2_2018,2018,2018-05-19,43.38075,-89.38645,B_112,474,57,2018-05-19,B_112,11274.209456724908,11,2018-04-19,2018-05-19,161,2018-10-27,2018-11-27,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_108,475,58,2019-05-09,B_108,9691.403613829138,11,2019-04-09,2019-05-09,113,2019-08-30,2019-09-30,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_105,476,58,2019-05-09,B_105,9452.262113326517,11,2019-04-09,2019-05-09,111,2019-08-28,2019-09-28,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_120,477,58,2019-05-09,B_120,10223.910395052762,11,2019-04-09,2019-05-09,123,2019-09-09,2019-10-09,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_110,478,58,2019-05-09,B_110,10030.77523852697,11,2019-04-09,2019-05-09,116,2019-09-02,2019-10-02,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_112,479,58,2019-05-09,B_112,9858.96117055076,11,2019-04-09,2019-05-09,115,2019-09-01,2019-10-01,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_103,480,58,2019-05-09,B_103,9285.833285186489,11,2019-04-09,2019-05-09,107,2019-08-24,2019-09-24,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_115,481,58,2019-05-09,B_115,10216.51291479434,11,2019-04-09,2019-05-09,119,2019-09-05,2019-10-05,Harvested at Maturity.
DEH1_2019,2019,2019-05-09,38.670675,-75.43322500000001,B_130,482,58,2019-05-09,B_130,10355.80119835601,11,2019-04-09,2019-05-09,131,2019-09-17,2019-10-17,Harvested at Maturity.
GAH1_2019,2019,2019-03-28,31.50582525,-83.55515025,B_120,483,59,2019-03-28,B_120,9480.219843869074,11,2019-02-28,2019-03-28,122,2019-07-28,2019-08-28,Harvested at Maturity.
GAH1_2019,2019,2019-03-28,31.50582525,-83.55515025,B_130,484,59,2019-03-28,B_130,9319.641378567252,11,2019-02-28,2019-03-28,129,2019-08-04,2019-09-04,Harvested at Maturity.
GAH1_2019,2019,2019-03-28,31.50582525,-83.55515025,B_115,485,59,2019-03-28,B_115,9614.864646609032,11,2019-02-28,2019-03-28,118,2019-07-24,2019-08-24,Harvested at Maturity.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_108,486,60,2019-04-12,B_108,8688.602171185634,11,2019-03-12,2019-04-12,112,2019-08-02,2019-09-02,Harvested at Maturity.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_120,487,60,2019-04-12,B_120,8456.990701429457,8.929919189602838,2019-03-12,2019-04-12,112,2019-08-02,2019-09-02,Dead from Total Senescence.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_105,488,60,2019-04-12,B_105,8666.029548881586,11,2019-03-12,2019-04-12,111,2019-08-01,2019-09-01,Harvested at Maturity.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_110,489,60,2019-04-12,B_110,8835.342245614607,11,2019-03-12,2019-04-12,115,2019-08-05,2019-09-05,Harvested at Maturity.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_130,490,60,2019-04-12,B_130,7730.145196759135,8.795712368009141,2019-03-12,2019-04-12,112,2019-08-02,2019-09-02,Dead from Total Senescence.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_112,491,60,2019-04-12,B_112,8756.801880777575,11,2019-03-12,2019-04-12,115,2019-08-05,2019-09-05,Harvested at Maturity.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_115,492,60,2019-04-12,B_115,8490.321403521855,11,2019-03-12,2019-04-12,118,2019-08-08,2019-09-08,Harvested at Maturity.
GAH2_2019,2019,2019-04-12,33.7204165,-83.308125,B_103,493,60,2019-04-12,B_103,8496.343307961593,11,2019-03-12,2019-04-12,108,2019-07-29,2019-08-29,Harvested at Maturity.
IAH2_2019,2019,2019-04-26,42.065834984999995,-94.72067796,B_120,494,61,2019-04-26,B_120,10733.99060588975,11,2019-03-26,2019-04-26,161,2019-10-04,2019-11-04,Harvested at Maturity.
IAH2_2019,2019,2019-04-26,42.065834984999995,-94.72067796,B_130,495,61,2019-04-26,B_130,11425.872920177077,11,2019-03-26,2019-04-26,206,2019-11-18,2019-12-18,Harvested at Maturity.
IAH2_2019,2019,2019-04-26,42.065834984999995,-94.72067796,B_115,496,61,2019-04-26,B_115,10838.047933969405,11,2019-03-26,2019-04-26,154,2019-09-27,2019-10-27,Harvested at Maturity.
IAH3_2019,2019,2019-05-06,41.97593131,-92.2431060325,B_120,497,62,2019-05-06,B_120,11078.68107197257,11,2019-04-06,2019-05-06,169,2019-10-22,2019-11-22,Harvested at Maturity.
IAH3_2019,2019,2019-05-06,41.97593131,-92.2431060325,B_115,498,62,2019-05-06,B_115,11239.742016214112,11,2019-04-06,2019-05-06,158,2019-10-11,2019-11-11,Harvested at Maturity.
IAH3_2019,2019,2019-05-06,41.97593131,-92.2431060325,B_130,499,62,2019-05-06,B_130,11677.572476638736,8.938494576006937,2019-04-06,2019-05-06,162,2019-10-15,2019-11-15,Dead from Total Senescence.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_120,500,63,2019-06-03,B_120,9818.576784168185,8.810890033717978,2019-05-03,2019-06-03,132,2019-10-13,2019-11-13,Dead from Total Senescence.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_115,501,63,2019-06-03,B_115,10797.07757090383,8.897100281022986,2019-05-03,2019-06-03,132,2019-10-13,2019-11-13,Dead from Total Senescence.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_130,502,63,2019-06-03,B_130,8220.310681207919,8.683160856011758,2019-05-03,2019-06-03,132,2019-10-13,2019-11-13,Dead from Total Senescence.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_103,503,63,2019-06-03,B_103,10888.44449138747,11,2019-05-03,2019-06-03,137,2019-10-18,2019-11-18,Harvested at Maturity.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_105,504,63,2019-06-03,B_105,10989.918173903705,11,2019-05-03,2019-06-03,140,2019-10-21,2019-11-21,Harvested at Maturity.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_108,505,63,2019-06-03,B_108,11422.223745308767,11,2019-05-03,2019-06-03,171,2019-11-21,2019-12-21,Harvested at Maturity.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_112,506,63,2019-06-03,B_112,11352.174620328153,8.963408895448882,2019-05-03,2019-06-03,132,2019-10-13,2019-11-13,Dead from Total Senescence.
IAH4_2019,2019,2019-06-03,42.031937975000005,-93.7933321275,B_110,507,63,2019-06-03,B_110,11451.073300246258,8.975286539365376,2019-05-03,2019-06-03,132,2019-10-13,2019-11-13,Dead from Total Senescence.
INH1_2019,2019,2019-06-05,40.477063,-87.00020175,B_120,508,64,2019-06-05,B_120,10255.748202297536,11,2019-05-05,2019-06-05,180,2019-12-02,2020-01-02,Harvested at Maturity.
INH1_2019,2019,2019-06-05,40.477063,-87.00020175,B_115,509,64,2019-06-05,B_115,10646.350019327883,11,2019-05-05,2019-06-05,152,2019-11-04,2019-12-04,Harvested at Maturity.
INH1_2019,2019,2019-06-05,40.477063,-87.00020175,B_130,510,64,2019-06-05,B_130,9470.606131174987,8.87687146528309,2019-05-05,2019-06-05,150,2019-11-02,2019-12-02,Dead from Total Senescence.
MIH1_2019,2019,2019-05-27,42.70789125,-84.4706665,B_105,511,65,2019-05-27,B_105,9994.313719668004,11,2019-04-27,2019-05-27,148,2019-10-22,2019-11-22,Harvested at Maturity.
MIH1_2019,2019,2019-05-27,42.70789125,-84.4706665,B_103,512,65,2019-05-27,B_103,9951.579318373037,11,2019-04-27,2019-05-27,144,2019-10-18,2019-11-18,Harvested at Maturity.
MIH1_2019,2019,2019-05-27,42.70789125,-84.4706665,B_108,513,65,2019-05-27,B_108,10339.275068697556,11,2019-04-27,2019-05-27,168,2019-11-11,2019-12-11,Harvested at Maturity.
MIH1_2019,2019,2019-05-27,42.70789125,-84.4706665,B_120,514,65,2019-05-27,B_120,10139.602974379191,8.931595434303091,2019-04-27,2019-05-27,163,2019-11-06,2019-12-06,Dead from Total Senescence.
MIH1_2019,2019,2019-05-27,42.70789125,-84.4706665,B_112,515,65,2019-05-27,B_112,10560.664441875157,11,2019-04-27,2019-05-27,216,2019-12-29,2020-01-29,Harvested at Maturity.
MIH1_2019,2019,2019-05-27,42.70789125,-84.4706665,B_110,516,65,2019-05-27,B_110,10646.190254274161,11,2019-04-27,2019-05-27,213,2019-12-26,2020-01-26,Harvested at Maturity.
MIH1_2019,2019,2019-05-27,42.70789125,-84.4706665,B_115,517,65,2019-05-27,B_115,10593.537969675348,11,2019-04-27,2019-05-27,253,2020-02-04,2020-03-04,Harvested at Maturity.
MNH1_2019,2019,2019-06-03,44.0664117,-93.525004705,B_120,518,66,2019-06-03,B_120,7162.615119111478,8.6485974125502,2019-05-03,2019-06-03,134,2019-10-15,2019-11-15,Dead from Total Senescence.
MNH1_2019,2019,2019-06-03,44.0664117,-93.525004705,B_115,519,66,2019-06-03,B_115,7508.121109850128,8.689187602644607,2019-05-03,2019-06-03,134,2019-10-15,2019-11-15,Dead from Total Senescence.
MNH1_2019,2019,2019-06-03,44.0664117,-93.525004705,B_103,520,66,2019-06-03,B_103,10084.191102132329,8.924102865983263,2019-05-03,2019-06-03,134,2019-10-15,2019-11-15,Dead from Total Senescence.
MNH1_2019,2019,2019-06-03,44.0664117,-93.525004705,B_105,521,66,2019-06-03,B_105,9970.305476202611,8.89801378061375,2019-05-03,2019-06-03,134,2019-10-15,2019-11-15,Dead from Total Senescence.
MNH1_2019,2019,2019-06-03,44.0664117,-93.525004705,B_108,522,66,2019-06-03,B_108,9091.637614814124,8.820235837782068,2019-05-03,2019-06-03,134,2019-10-15,2019-11-15,Dead from Total Senescence.
MNH1_2019,2019,2019-06-03,44.0664117,-93.525004705,B_112,523,66,2019-06-03,B_112,8483.990508982299,8.757754625654288,2019-05-03,2019-06-03,134,2019-10-15,2019-11-15,Dead from Total Senescence.
MNH1_2019,2019,2019-06-03,44.0664117,-93.525004705,B_110,524,66,2019-06-03,B_110,8606.669267781423,8.767096805970573,2019-05-03,2019-06-03,134,2019-10-15,2019-11-15,Dead from Total Senescence.
MOH1_2019,2019,2019-05-16,38.8956125,-92.20883,B_120,525,67,2019-05-16,B_120,9707.2618464977,11,2019-04-16,2019-05-16,127,2019-09-20,2019-10-20,Harvested at Maturity.
MOH1_2019,2019,2019-05-16,38.8956125,-92.20883,B_115,526,67,2019-05-16,B_115,9913.201769889236,11,2019-04-16,2019-05-16,123,2019-09-16,2019-10-16,Harvested at Maturity.
NEH1_2019,2019,2019-05-16,40.8604,-96.6159,B_120,527,68,2019-05-16,B_120,11213.091141154548,11,2019-04-16,2019-05-16,133,2019-09-26,2019-10-26,Harvested at Maturity.
NEH1_2019,2019,2019-05-16,40.8604,-96.6159,B_115,528,68,2019-05-16,B_115,11371.7745347032,11,2019-04-16,2019-05-16,129,2019-09-22,2019-10-22,Harvested at Maturity.
NEH2_2019,2019,2019-05-17,33.683219771598594,-101.8228099023082,B_120,529,69,2019-05-17,B_120,7194.898001970672,8.823934323941776,2019-04-17,2019-05-17,102,2019-08-27,2019-09-27,Dead from Total Senescence.
NEH2_2019,2019,2019-05-17,33.683219771598594,-101.8228099023082,B_115,530,69,2019-05-17,B_115,7537.9230750979805,8.875497358556125,2019-04-17,2019-05-17,102,2019-08-27,2019-09-27,Dead from Total Senescence.
NEH2_2019,2019,2019-06-08,33.683219771598594,-101.8228099023082,B_120,531,69,2019-06-08,B_120,6169.176115357201,8.748735551335722,2019-05-08,2019-06-08,94,2019-09-10,2019-10-10,Dead from Total Senescence.
NEH2_2019,2019,2019-06-08,33.683219771598594,-101.8228099023082,B_115,532,69,2019-06-08,B_115,6458.241628170353,8.774464764556594,2019-05-08,2019-06-08,93,2019-09-09,2019-10-09,Dead from Total Senescence.
NYH1_2019,2019,2019-06-03,42.7288875,-76.65152083499999,B_108,533,70,2019-06-03,B_108,8543.665109820206,8.846109676427023,2019-05-03,2019-06-03,159,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH1_2019,2019,2019-06-03,42.7288875,-76.65152083499999,B_105,534,70,2019-06-03,B_105,8706.022050593227,8.901328297534603,2019-05-03,2019-06-03,159,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH1_2019,2019,2019-06-03,42.7288875,-76.65152083499999,B_120,535,70,2019-06-03,B_120,7488.181829011851,8.686981147399958,2019-05-03,2019-06-03,159,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH1_2019,2019,2019-06-03,42.7288875,-76.65152083499999,B_103,536,70,2019-06-03,B_103,9025.90647201551,8.948194105062935,2019-05-03,2019-06-03,159,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH1_2019,2019,2019-06-03,42.7288875,-76.65152083499999,B_112,537,70,2019-06-03,B_112,8222.469031294113,8.786458493287862,2019-05-03,2019-06-03,159,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH2_2019,2019,2019-05-23,42.732214025000005,-76.65248675,B_108,538,71,2019-05-23,B_108,10954.86287806822,8.974443464281949,2019-04-23,2019-05-23,170,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH2_2019,2019,2019-05-23,42.732214025000005,-76.65248675,B_105,539,71,2019-05-23,B_105,11133.014887485411,11,2019-04-23,2019-05-23,235,2020-01-13,2020-02-13,Harvested at Maturity.
NYH2_2019,2019,2019-05-23,42.732214025000005,-76.65248675,B_103,540,71,2019-05-23,B_103,10962.99298672983,11,2019-04-23,2019-05-23,201,2019-12-10,2020-01-10,Harvested at Maturity.
NYH2_2019,2019,2019-05-23,42.732214025000005,-76.65248675,B_120,541,71,2019-05-23,B_120,8584.593991511187,8.777581726692254,2019-04-23,2019-05-23,170,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH2_2019,2019,2019-05-23,42.732214025000005,-76.65248675,B_110,542,71,2019-05-23,B_110,10861.191078029704,8.935732696522804,2019-04-23,2019-05-23,170,2019-11-09,2019-12-09,Dead from Total Senescence.
NYH2_2019,2019,2019-05-23,42.732214025000005,-76.65248675,B_115,543,71,2019-05-23,B_115,9933.19558497157,8.857600096746056,2019-04-23,2019-05-23,170,2019-11-09,2019-12-09,Dead from Total Senescence.
