Hybrid,Genetics,Mat
M0101/PHZ51,120.72508967442826,B_120
M0106/LH185,106.4540762561588,B_105
M0116/LH185,119.0176765583108,B_120
M0116/LH82,112.44081841990331,B_112
M0116/PHZ51,108.48405900854699,B_108
M0118/LH185,108.48405900854699,B_108
M0118/LH82,119.0176765583108,B_120
M0118/PHZ51,114.4708011722915,B_115
M0141/LH185,117.0427171038011,B_115
M0143/LH185,110.6578675642857,B_110
M0143/LH195,131.28735707539678,B_130
M0143/LH82,101.6530631173615,B_100
M0143/PHZ51,118.75013021991856,B_120
M0151/LH185,109.1619317069632,B_108
M0154/LH185,102.0984064730042,B_103
M0154/LH195,131.28735707539678,B_130
M0154/LH82,113.10232440538215,B_112
M0154/PHZ51,124.68222187653035,B_120
M0159/LH185,108.48405900854699,B_108
M0159/LH198,120.9926360128205,B_120
M0163/LH82,113.10232440538215,B_112
M0163/PHZ51,110.6578675642857,B_110
M0186/LH185,110.5658864113617,B_110
M0262/LH185,109.1619317069632,B_108
M0262/LH195,131.28735707539678,B_130
M0262/LH82,107.54098053402814,B_108
M0262/PHZ51,121.78050015589857,B_120
M0266/LH185,108.48405900854699,B_108
M0266/LH82,113.85029233404339,B_112
M0266/PHZ51,108.48405900854699,B_108
M0269/LH185,109.57096328641634,B_108
M0287/LH185,115.55770545016085,B_115
M0296/LH185,110.6578675642857,B_110
M0311/LH185,110.6578675642857,B_110
M0323/LH185,117.0427171038011,B_115
M0325/LH185,108.48405900854699,B_108
M0326/LH185,106.7930126053669,B_105
M0341/LH185,117.0427171038011,B_115
M0345/LH185,120.45754333603601,B_120
M0346/LH185,106.19865334095836,B_105
M0354/LH185,112.76338805617405,B_112
M0357/LH185,116.61311593163117,B_115
M162W/LH195,120.9926360128205,B_120
M162W/LH244,125.79848227556151,B_120
M162W/PHB47,128.3718077402402,B_130
M162W/PHZ51,124.68222187653035,B_120
M37W/LH244,124.73255270603082,B_120
MBNIL_B004/DK3IIH6,109.72761090039978,B_108
MBNIL_B004/LH185,106.29306307936511,B_105
MBNIL_B004/PHZ51,109.72761090039978,B_108
MBNIL_B015/DK3IIH6,109.72761090039978,B_108
MBNIL_B015/LH185,106.29306307936511,B_105
MBNIL_B015/PHZ51,109.72761090039978,B_108
MBNIL_B040/DK3IIH6,109.72761090039978,B_108
MBNIL_B040/PHZ51,109.72761090039978,B_108
MBNIL_B043/DK3IIH6,109.72761090039978,B_108
MBNIL_B043/PHZ51,109.72761090039978,B_108
MBNIL_B044/DK3IIH6,109.72761090039978,B_108
MBNIL_B044/PHZ51,109.72761090039978,B_108
MBNIL_B049/PHZ51,109.72761090039978,B_108
MBNIL_B055/DK3IIH6,106.29306307936511,B_105
MBNIL_B055/LH185,109.72761090039978,B_108
MBNIL_B055/PHZ51,109.72761090039978,B_108
MBNIL_B057/DK3IIH6,106.29306307936511,B_105
MBNIL_B057/LH185,109.72761090039978,B_108
MBNIL_B057/PHZ51,109.72761090039978,B_108
MBNIL_B065/DK3IIH6,109.72761090039978,B_108
MBNIL_B065/PHZ51,109.72761090039978,B_108
MBNIL_B078/DK3IIH6,109.72761090039978,B_108
MBNIL_B078/PHZ51,109.72761090039978,B_108
MBNIL_B102/DK3IIH6,106.29306307936511,B_105
MBNIL_B102/LH185,106.29306307936511,B_105
MBNIL_B102/PHZ51,109.72761090039978,B_108
MBNIL_B107/DK3IIH6,109.72761090039978,B_108
MBNIL_B107/PHZ51,109.72761090039978,B_108
MBNIL_B111/DK3IIH6,109.72761090039978,B_108
MBNIL_B111/PHZ51,109.72761090039978,B_108
MBNIL_B122/DK3IIH6,109.72761090039978,B_108
MBNIL_B122/PHZ51,109.72761090039978,B_108
MBNIL_B123/DK3IIH6,106.29306307936511,B_105
MBNIL_B123/PHZ51,109.72761090039978,B_108
MBNIL_B125/DK3IIH6,108.70320304979953,B_108
MBNIL_B125/PHZ51,109.72761090039978,B_108
MBNIL_B131/DK3IIH6,108.70320304979953,B_108
MBNIL_B131/LH185,106.29306307936511,B_105
MBNIL_B131/PHZ51,109.72761090039978,B_108
MBNIL_B136/DK3IIH6,108.70320304979953,B_108
MBNIL_B136/PHZ51,109.72761090039978,B_108
MBNIL_B144/DK3IIH6,106.29306307936511,B_105
MBNIL_B144/LH185,106.29306307936511,B_105
MBNIL_B144/PHZ51,108.70320304979953,B_108
MBNIL_B154/DK3IIH6,109.72761090039978,B_108
MBNIL_B154/LH185,109.72761090039978,B_108
MBNIL_B154/PHZ51,109.72761090039978,B_108
MBNIL_B169/PHZ51,109.72761090039978,B_108
MBNIL_B175/DK3IIH6,109.72761090039978,B_108
MBNIL_B175/LH185,109.72761090039978,B_108
MBNIL_B175/PHZ51,109.72761090039978,B_108
MBNIL_B189/DK3IIH6,109.72761090039978,B_108
MBNIL_B189/LH185,109.72761090039978,B_108
MBNIL_B189/PHZ51,109.72761090039978,B_108
MBS2747_MBS9508,103.68304586974969,B_103
MBS3755GTCBLL_MBS8488DC_RIB,125.79848227556151,B_120
MBS3785/MBS5618,110.66262797718349,B_110
MBS5787HXT,117.1272012473228,B_115
MBUB/LH244,126.13108057256335,B_130
MC4354VT2PRIB,148.5707180810291,B_130
MC4363,134.6694763288043,B_130
MM501D/LH244,126.13108057256335,B_130
MO17/DK3IIH6,140.5614490092628,B_130
MO17/LH244,124.0336419260973,B_120
MO17/LH82,103.68304586974969,B_103
MO17/PHZ51,123.8404033686343,B_120
MO17_PHW30-008-(2N)-01/LH244,126.13108057256335,B_130
MO17_PHW30-200-(2N)-02/LH244,126.13108057256335,B_130
MO17_PHW30-309-(2N)-01/LH244,125.79848227556151,B_120
MO44/LH195,126.9873202058076,B_130
MO44/LH244,121.82247851339339,B_120
MO44/PHT69,105.35426900677508,B_105
MO44_LH145_0127/LH185,110.6118769878237,B_110
MO44_LH145_0127/LH195,125.47008601960842,B_120
MO44_LH145_0127/LH198,99.9443648388216,B_100
MO44_LH145_0127/LH244,126.13108057256335,B_130
MO44_LH145_0127/PHB47,110.6118769878237,B_110
MO44_LH145_0138/LH185,109.1619317069632,B_108
MO44_LH145_0138/LH195,120.72508967442826,B_120
MO44_LH145_0138/LH198,110.5658864113617,B_110
MO44_LH145_0138/LH244,126.13108057256335,B_130
MO44_LH145_0138/PHB47,108.8229953577551,B_108
MO44_PHG47_0072/LH185,108.48405900854699,B_108
MO44_PHG47_0072/LH198,117.0427171038011,B_115
MO44_PHG47_0072/LH244,126.13108057256335,B_130
MO44_PHG47_0072/PHB47,110.5658864113617,B_110
MO44_PHG47_0125/LH244,126.13108057256335,B_130
MO44_PHW65_0001/LH195,123.88790473423431,B_120
MO44_PHW65_0001/PHT69,105.15319025120131,B_105
MO44_PHW65_0009/LH195,119.7715754235588,B_120
MO44_PHW65_0009/PHT69,105.15319025120131,B_105
MO44_PHW65_0010/PHT69,105.35426900677508,B_105
MO44_PHW65_0011/LH195,124.0903165673077,B_120
MO44_PHW65_0011/PHT69,105.35426900677508,B_105
MO44_PHW65_0012/LH195,123.98911065077101,B_120
MO44_PHW65_0012/PHT69,105.2537296289882,B_105
MO44_PHW65_0015/LH195,123.98911065077101,B_120
MO44_PHW65_0015/PHT69,107.37144929184905,B_108
MO44_PHW65_0017/LH195,123.98911065077101,B_120
MO44_PHW65_0017/PHT69,104.3855882690443,B_103
MO44_PHW65_0020/LH195,123.98911065077101,B_120
MO44_PHW65_0020/PHT69,108.40597075446286,B_108
MO44_PHW65_0023/LH195,124.59780863512431,B_120
MO44_PHW65_0023/PHT69,105.35426900677508,B_105
MO44_PHW65_0024/LH195,119.7715754235588,B_120
MO44_PHW65_0024/PHT69,103.6179862868873,B_103
MO44_PHW65_0025/LH185,125.47008601960842,B_120
MO44_PHW65_0025/LH195,124.344062601216,B_120
MO44_PHW65_0025/LH244,126.13108057256335,B_130
MO44_PHW65_0025/PHT69,105.35426900677508,B_105
MO44_PHW65_0027/LH195,123.98911065077101,B_120
MO44_PHW65_0027/PHT69,112.56292221516694,B_112
MO44_PHW65_0029/LH195,121.82974007889655,B_120
MO44_PHW65_0029/PHT69,107.37144929184905,B_108
MO44_PHW65_0031/LH195,123.88790473423431,B_120
MO44_PHW65_0031/PHT69,103.6179862868873,B_103
MO44_PHW65_0033/LH195,123.88790473423431,B_120
MO44_PHW65_0033/PHT69,105.35426900677508,B_105
MO44_PHW65_0034/LH195,123.88790473423431,B_120
MO44_PHW65_0034/PHT69,104.48612764683119,B_103
MO44_PHW65_0035/LH185,109.57096328641634,B_108
MO44_PHW65_0035/LH195,124.0903165673077,B_120
MO44_PHW65_0035/LH244,126.13108057256335,B_130
MO44_PHW65_0035/PHT69,107.37144929184905,B_108
MO44_PHW65_0036/LH195,121.82974007889655,B_120
MO44_PHW65_0036/PHT69,105.35426900677508,B_105
MO44_PHW65_0037/LH195,123.98911065077101,B_120
MO44_PHW65_0037/PHT69,104.3855882690443,B_103
MO44_PHW65_0042/LH195,119.7715754235588,B_120
MO44_PHW65_0042/PHT69,107.37144929184905,B_108
MO44_PHW65_0048/LH195,124.0903165673077,B_120
MO44_PHW65_0048/PHT69,105.35426900677508,B_105
MO44_PHW65_0050/LH195,123.98911065077101,B_120
MO44_PHW65_0050/PHT69,105.35426900677508,B_105
MO44_PHW65_0052/LH195,121.82974007889655,B_120
MO44_PHW65_0052/PHT69,109.388629576923,B_108
MO44_PHW65_0056/LH195,121.93094599543325,B_120
MO44_PHW65_0056/PHT69,107.7921644698303,B_108
MO44_PHW65_0060/LH195,119.7715754235588,B_120
MO44_PHW65_0060/PHT69,107.37144929184905,B_108
MO44_PHW65_0063/LH195,123.88790473423431,B_120
MO44_PHW65_0063/PHT69,104.3855882690443,B_103
MO44_PHW65_0067/LH195,123.88790473423431,B_120
MO44_PHW65_0067/PHT69,106.57321673830269,B_105
MO44_PHW65_0068/LH195,123.98911065077101,B_120
MO44_PHW65_0068/PHT69,105.35426900677508,B_105
MO44_PHW65_0069/LH195,123.88790473423431,B_120
MO44_PHW65_0069/PHT69,105.35426900677508,B_105
MO44_PHW65_0073/LH195,124.0903165673077,B_120
MO44_PHW65_0073/PHT69,107.37144929184905,B_108
MO44_PHW65_0074/LH195,123.88790473423431,B_120
MO44_PHW65_0074/PHT69,113.78186994669454,B_112
MO44_PHW65_0080/LH195,121.82974007889655,B_120
MO44_PHW65_0080/PHT69,104.48612764683119,B_103
MO44_PHW65_0083/LH195,124.0903165673077,B_120
MO44_PHW65_0083/PHT69,109.388629576923,B_108
MO44_PHW65_0084/LH195,123.98911065077101,B_120
MO44_PHW65_0084/PHT69,107.7921644698303,B_108
MO44_PHW65_0092/LH195,123.98911065077101,B_120
MO44_PHW65_0092/PHT69,107.37144929184905,B_108
MO44_PHW65_0093/LH195,123.88790473423431,B_120
MO44_PHW65_0093/PHT69,108.59039702337665,B_108
MO44_PHW65_0098/LH195,121.82974007889655,B_120
MO44_PHW65_0098/PHT69,105.35426900677508,B_105
MO44_PHW65_0099/LH195,123.98911065077101,B_120
MO44_PHW65_0099/PHT69,105.2537296289882,B_105
MO44_PHW65_0102/LH195,124.0903165673077,B_120
MO44_PHW65_0103/LH195,123.88790473423431,B_120
MO44_PHW65_0103/PHT69,105.15319025120131,B_105
MO44_PHW65_0104/LH195,119.7715754235588,B_120
MO44_PHW65_0104/PHT69,103.6179862868873,B_103
MO44_PHW65_0105/LH195,121.82974007889655,B_120
MO44_PHW65_0105/PHT69,105.35426900677508,B_105
MO44_PHW65_0110/LH195,123.98911065077101,B_120
MO44_PHW65_0110/PHT69,105.35426900677508,B_105
MO44_PHW65_0111/LH195,124.344062601216,B_120
MO44_PHW65_0111/PHT69,107.37144929184905,B_108
MO44_PHW65_0113/LH195,119.7715754235588,B_120
MO44_PHW65_0113/PHT69,105.35426900677508,B_105
MO44_PHW65_0115/LH195,119.7715754235588,B_120
MO44_PHW65_0115/PHT69,105.2537296289882,B_105
MO44_PHW65_0116/LH195,117.03871218838759,B_115
MO44_PHW65_0116/PHT69,105.15319025120131,B_105
MO44_PHW65_0118/LH195,123.88790473423431,B_120
MO44_PHW65_0118/PHT69,103.6179862868873,B_103
MO44_PHW65_0120/LH195,119.7715754235588,B_120
MO44_PHW65_0120/PHT69,105.35426900677508,B_105
MO44_PHW65_0121/LH195,123.88790473423431,B_120
MO44_PHW65_0121/PHT69,105.35426900677508,B_105
MO44_PHW65_0128/LH195,119.7715754235588,B_120
MO44_PHW65_0128/PHT69,104.48612764683119,B_103
MO44_PHW65_0134/LH195,123.98911065077101,B_120
MO44_PHW65_0134/PHT69,105.15319025120131,B_105
MO44_PHW65_0135/LH195,123.88790473423431,B_120
MO44_PHW65_0135/PHT69,109.388629576923,B_108
MO44_PHW65_0136/LH195,123.88790473423431,B_120
MO44_PHW65_0136/PHT69,103.6179862868873,B_103
MO44_PHW65_0139/LH195,121.82974007889655,B_120
MO44_PHW65_0139/PHT69,107.37144929184905,B_108
MO44_PHW65_0140/LH195,123.88790473423431,B_120
MO44_PHW65_0140/PHT69,107.37144929184905,B_108
MO44_PHW65_0144/LH195,124.24285668467931,B_120
MO44_PHW65_0144/PHT69,103.6179862868873,B_103
MO44_PHW65_0145/LH195,121.93094599543325,B_120
MO44_PHW65_0145/PHT69,109.388629576923,B_108
MO44_PHW65_0147/LH195,123.98911065077101,B_120
MO44_PHW65_0147/PHT69,107.37144929184905,B_108
MO44_PHW65_0150/LH195,123.88790473423431,B_120
MO44_PHW65_0150/PHT69,107.37144929184905,B_108
MO44_PHW65_0151/LH195,119.7715754235588,B_120
MO44_PHW65_0151/PHT69,104.48612764683119,B_103
MO44_PHW65_0154/LH195,121.93094599543325,B_120
MO44_PHW65_0154/PHT69,104.3855882690443,B_103
MO44_PHW65_0155/LH195,123.98911065077101,B_120
MO44_PHW65_0155/PHT69,104.48612764683119,B_103
MO44_PHW65_0157/LH195,123.88790473423431,B_120
MO44_PHW65_0157/PHT69,104.48612764683119,B_103
MO44_PHW65_0159/LH195,121.82974007889655,B_120
MO44_PHW65_0159/PHT69,102.73586763597025,B_103
MO44_PHW65_0160/LH195,124.59780863512431,B_120
MO44_PHW65_0160/PHT69,106.57321673830269,B_105
MO44_PHW65_0163/LH195,124.0903165673077,B_120
MO44_PHW65_0163/PHT69,105.35426900677508,B_105
MO44_PHW65_0164/LH195,121.82974007889655,B_120
MO44_PHW65_0164/PHT69,108.40597075446286,B_108
MO44_PHW65_0165/LH195,119.7715754235588,B_120
MO44_PHW65_0165/PHT69,108.59039702337665,B_108
MO44_PHW65_0166/LH195,123.98911065077101,B_120
MO44_PHW65_0166/PHT69,112.56292221516694,B_112
MO44_PHW65_0167/LH195,124.0903165673077,B_120
MO44_PHW65_0167/PHT69,105.2537296289882,B_105
MO44_PHW65_0168/LH195,119.7715754235588,B_120
MO44_PHW65_0168/PHT69,109.388629576923,B_108
MO44_PHW65_0171/LH195,123.98911065077101,B_120
MO44_PHW65_0171/PHT69,107.37144929184905,B_108
MO44_PHW65_0174/LH195,124.344062601216,B_120
MO44_PHW65_0174/PHT69,104.48612764683119,B_103
MO44_PHW65_0175/LH195,123.88790473423431,B_120
MO44_PHW65_0175/PHT69,105.2537296289882,B_105
MO44_PHW65_0176/LH195,135.41849731804535,B_130
MO44_PHW65_0176/PHT69,104.48612764683119,B_103
MO44_PHW65_0177/LH195,123.88790473423431,B_120
MO44_PHW65_0177/PHT69,107.37144929184905,B_108
MO44_PHW65_0178/LH195,121.93094599543325,B_120
MO44_PHW65_0178/PHT69,109.388629576923,B_108
MO44_PHW65_0179/LH195,123.98911065077101,B_120
MO44_PHW65_0179/PHT69,111.45767250215061,B_110
MO44_PHW65_0180/LH195,121.93094599543325,B_120
MO44_PHW65_0180/PHT69,106.57321673830269,B_105
MO44_PHW65_0184/LH195,119.7715754235588,B_120
MO44_PHW65_0184/PHT69,110.4231510395368,B_110
MO44_PHW65_0185/LH195,119.7715754235588,B_120
MO44_PHW65_0185/PHT69,104.3855882690443,B_103
MO44_PHW65_0187/LH195,124.24285668467931,B_120
MO44_PHW65_0187/PHT69,105.35426900677508,B_105
MO44_PHW65_0188/LH195,123.98911065077101,B_120
MO44_PHW65_0188/PHT69,105.35426900677508,B_105
MO44_PHW65_0189/LH195,123.88790473423431,B_120
MO44_PHW65_0189/PHT69,109.388629576923,B_108
MO44_PHW65_0191/LH195,123.88790473423431,B_120
MO44_PHW65_0191/PHT69,107.37144929184905,B_108
MO44_PHW65_0193/LH185,110.6578675642857,B_110
MO44_PHW65_0193/LH195,123.98911065077101,B_120
MO44_PHW65_0193/PHT69,105.35426900677508,B_105
MO44_PHW65_0195/LH195,123.88790473423431,B_120
MO44_PHW65_0195/PHT69,105.15319025120131,B_105
MO44_PHW65_0200/LH195,121.93094599543325,B_120
MO44_PHW65_0200/PHT69,107.37144929184905,B_108
MO44_PHW65_0203/LH195,121.82974007889655,B_120
MO44_PHW65_0203/PHT69,111.45767250215061,B_110
MO44_PHW65_0207/LH195,119.7715754235588,B_120
MO44_PHW65_0207/PHT69,104.48612764683119,B_103
MO44_PHW65_0210/LH195,144.58871866841142,B_130
MO44_PHW65_0210/PHT69,103.6179862868873,B_103
MO44_PHW65_0214/LH195,123.88790473423431,B_120
MO44_PHW65_0214/PHT69,108.59039702337665,B_108
MO44_PHW65_0217/LH195,121.82974007889655,B_120
MO44_PHW65_0217/PHT69,105.2537296289882,B_105
MO44_PHW65_0218/LH195,119.7715754235588,B_120
MO44_PHW65_0218/PHT69,105.15319025120131,B_105
MO44_PHW65_0220/LH195,123.98911065077101,B_120
MO44_PHW65_0220/PHT69,111.45767250215061,B_110
MO44_PHW65_0223/LH195,124.0903165673077,B_120
MO44_PHW65_0223/PHT69,105.35426900677508,B_105
MO44_PHW65_0224/LH195,121.82974007889655,B_120
MO44_PHW65_0224/PHT69,109.388629576923,B_108
MO44_PHW65_0225/LH195,123.88790473423431,B_120
MO44_PHW65_0225/PHT69,105.35426900677508,B_105
MO44_PHW65_0230/LH195,124.59780863512431,B_120
MO44_PHW65_0230/PHT69,105.35426900677508,B_105
MO44_PHW65_0236/LH195,121.82974007889655,B_120
MO44_PHW65_0236/PHT69,112.56292221516694,B_112
MO44_PHW65_0237/LH195,123.88790473423431,B_120
MO44_PHW65_0237/PHT69,109.388629576923,B_108
MO44_PHW65_0242/LH195,122.18469202934156,B_120
MO44_PHW65_0242/PHT69,104.48612764683119,B_103
MO44_PHW65_0244/LH195,124.0903165673077,B_120
MO44_PHW65_0244/PHT69,112.56292221516694,B_112
MO44_PHW65_0247/LH195,124.344062601216,B_120
MO44_PHW65_0247/PHT69,109.388629576923,B_108
MO44_PHW65_0248/LH195,123.88790473423431,B_120
MO44_PHW65_0248/PHT69,105.35426900677508,B_105
MO44_PHW65_0250/LH195,119.7715754235588,B_120
MO44_PHW65_0250/PHT69,112.56292221516694,B_112
MO44_PHW65_0252/LH195,119.7715754235588,B_120
MO44_PHW65_0252/PHT69,105.35426900677508,B_105
MO44_PHW65_0253/LH195,117.03871218838759,B_115
MO44_PHW65_0253/PHT69,104.48612764683119,B_103
MO44_PHW65_0254/LH195,123.88790473423431,B_120
MO44_PHW65_0254/PHT69,105.35426900677508,B_105
MO44_PHW65_0256/LH195,121.82974007889655,B_120
MO44_PHW65_0259/LH195,124.344062601216,B_120
MO44_PHW65_0259/PHT69,105.2537296289882,B_105
MO44_PHW65_0260/LH195,123.98911065077101,B_120
MO44_PHW65_0260/PHT69,107.37144929184905,B_108
MO44_PHW65_0263/LH195,114.30584895321638,B_115
MO44_PHW65_0263/PHT69,105.35426900677508,B_105
MO44_PHW65_0268/LH195,123.98911065077101,B_120
MO44_PHW65_0268/PHT69,105.35426900677508,B_105
MO44_PHW65_0271/LH195,114.30584895321638,B_115
MO44_PHW65_0271/PHT69,105.35426900677508,B_105
MO44_PHW65_0274/LH195,121.82974007889655,B_120
MO44_PHW65_0274/PHT69,112.56292221516694,B_112
MO44_PHW65_0281/LH195,146.746678068783,B_130
MO44_PHW65_0281/PHT69,105.35426900677508,B_105
MO44_PHW65_0288/LH195,123.88790473423431,B_120
MO44_PHW65_0288/PHT69,102.73586763597025,B_103
MO44_PHW65_0296/LH195,123.88790473423431,B_120
MO44_PHW65_0296/PHT69,105.35426900677508,B_105
MO44_PHW65_0302/LH195,123.88790473423431,B_120
MO44_PHW65_0302/PHT69,107.7921644698303,B_108
MO44_PHW65_0307/LH195,124.0903165673077,B_120
MO44_PHW65_0307/PHT69,107.37144929184905,B_108
MO44_PHW65_0315/LH195,124.0903165673077,B_120
MO44_PHW65_0315/PHT69,107.37144929184905,B_108
MO44_PHW65_0316/LH195,124.0903165673077,B_120
MO44_PHW65_0316/PHT69,105.35426900677508,B_105
MO44_PHW65_0317/LH195,123.98911065077101,B_120
MO44_PHW65_0317/PHT69,107.37144929184905,B_108
MO44_PHW65_0319/LH195,121.82974007889655,B_120
MO44_PHW65_0319/PHT69,108.59039702337665,B_108
MO44_PHW65_0320/LH195,123.88790473423431,B_120
MO44_PHW65_0320/PHT69,107.7921644698303,B_108
MO44_PHW65_0321/LH195,123.88790473423431,B_120
MO44_PHW65_0321/PHT69,105.15319025120131,B_105
MO44_PHW65_0324/LH195,119.7715754235588,B_120
MO44_PHW65_0324/PHT69,105.2537296289882,B_105
MO44_PHW65_0328/LH195,123.88790473423431,B_120
MO44_PHW65_0328/PHT69,105.35426900677508,B_105
MO44_PHW65_0333/LH195,121.82974007889655,B_120
MO44_PHW65_0333/PHT69,107.7921644698303,B_108
MO44_PHW65_0336/LH195,121.82974007889655,B_120
MO44_PHW65_0336/PHT69,107.7921644698303,B_108
MO44_PHW65_0339/LH195,121.82974007889655,B_120
MO44_PHW65_0339/PHT69,107.7921644698303,B_108
MO44_PHW65_0343/LH195,119.7715754235588,B_120
MO44_PHW65_0343/PHT69,105.35426900677508,B_105
MO44_PHW65_0349/LH195,119.7715754235588,B_120
MO44_PHW65_0349/PHT69,112.56292221516694,B_112
MO44_PHW65_0350/LH195,123.88790473423431,B_120
MO44_PHW65_0350/PHT69,105.35426900677508,B_105
MO44_PHW65_0358/LH195,123.88790473423431,B_120
MO44_PHW65_0363/LH195,121.82974007889655,B_120
MO44_PHW65_0363/PHT69,108.59039702337665,B_108
MO44_PHW65_0376/LH195,119.7715754235588,B_120
MO44_PHW65_0376/PHT69,107.37144929184905,B_108
MO44_PHW65_0390/LH195,124.59780863512431,B_120
MO44_PHW65_0390/PHT69,105.2537296289882,B_105
MO44_PHW65_0391/LH195,119.7715754235588,B_120
MO44_PHW65_0391/PHT69,112.56292221516694,B_112
MO44_PHW65_0392/LH195,123.88790473423431,B_120
MO44_PHW65_0392/PHT69,105.35426900677508,B_105
MO44_PHW65_0396/LH195,123.98911065077101,B_120
MO44_PHW65_0396/PHT69,105.2537296289882,B_105
MO44_PHW65_0397/LH195,123.88790473423431,B_120
MO44_PHW65_0397/PHT69,107.37144929184905,B_108
MO44_PHW65_0404/LH195,123.88790473423431,B_120
MO44_PHW65_0404/PHT69,109.388629576923,B_108
MO44_PHW65_0416/LH195,123.88790473423431,B_120
MO44_PHW65_0416/PHT69,109.388629576923,B_108
MO44_PHW65_0433/LH195,123.98911065077101,B_120
MO44_PHW65_0433/PHT69,105.15319025120131,B_105
MO44_PHW65_0435/LH195,123.88790473423431,B_120
MO44_PHW65_0435/PHT69,105.2537296289882,B_105
MO44_PHW65_0442/LH195,123.88790473423431,B_120
MO44_PHW65_0442/PHT69,109.388629576923,B_108
MO44_PHW65_0446/LH195,124.0903165673077,B_120
MO44_PHW65_0446/PHT69,105.35426900677508,B_105
MO44_PHW65_0455/LH195,121.82974007889655,B_120
MO44_PHW65_0455/PHT69,107.7921644698303,B_108
MO44_PHW65_0464/LH195,119.7715754235588,B_120
MO44_PHW65_0464/PHT69,105.35426900677508,B_105
MO44_PHW65_0471/LH195,121.93094599543325,B_120
MO44_PHW65_0471/PHT69,106.57321673830269,B_105
MO44_PHW65_0475/LH195,124.24285668467931,B_120
MO44_PHW65_0475/PHT69,105.15319025120131,B_105
MOG/LH195,126.9873202058076,B_130
MOG/LH244,126.13108057256335,B_130
MOG/PHT69,104.48612764683119,B_103
MOG_LH123HT-019-1-1-1-1-B/LH195,121.78050015589857,B_120
MOG_LH123HT-019-1-1-1-1-B/PHB47,121.78050015589857,B_120
MOG_LH123HT-031-1-1-1-1-B/LH195,124.68222187653035,B_120
MOG_LH123HT-031-1-1-1-1-B/PHB47,124.68222187653035,B_120
MOG_LH123HT-059-1-1-1-1-B/LH195,117.0427171038011,B_115
MOG_LH123HT-059-1-1-1-1-B/PB80,120.45754333603601,B_120
MOG_LH123HT-059-1-1-1-1-B/PHB47,103.68304586974969,B_103
MOG_LH123HT-199-1-1-1-1-B/LH185,106.7930126053669,B_105
MOG_LH123HT-199-1-1-1-1-B/LH195,120.9926360128205,B_120
MOG_LH123HT-199-1-1-1-1-B/LH198,98.8820327309524,B_100
MOG_LH123HT-199-1-1-1-1-B/PHB47,121.78050015589857,B_120
MOG_LH123HT-200-1-1-1-1-B/LH185,114.73834751068375,B_115
MOG_LH123HT-200-1-1-1-1-B/LH195,120.45754333603601,B_120
MOG_LH123HT-200-1-1-1-1-B/PHB47,120.45754333603601,B_120
MOG_LH145_0006/LH198,121.78050015589857,B_120
MOG_LH145_0006/PHB47,114.73834751068375,B_115
MOG_LH145_0162/LH185,108.48405900854699,B_108
MOG_LH145_0162/LH195,108.48405900854699,B_108
MOG_LH145_0162/LH198,120.9926360128205,B_120
MOG_LH145_0162/PHB47,131.28735707539678,B_130
MOG_LH145_0173/LH185,120.45754333603601,B_120
MOG_LH145_0173/LH195,122.56836429897663,B_120
MOG_LH145_0173/LH198,120.72508967442826,B_120
MOG_LH145_0173/PHB47,109.93733437188645,B_108
MOG_LH145_0175/LH185,111.3460138722465,B_110
MOG_LH145_0175/LH198,120.9926360128205,B_120
MOG_LH145_0175/PHB47,120.9926360128205,B_120
MOG_MO45-030-1-1-1-1-B/LH185,131.28735707539678,B_130
MOG_MO45-030-1-1-1-1-B/LH195,119.0176765583108,B_120
MOG_MO45-030-1-1-1-1-B/LH198,122.70726242202065,B_120
MOG_MO45-030-1-1-1-1-B/PB80,128.3718077402402,B_130
MOG_MO45-055-1-1-1-1-B/LH195,120.9926360128205,B_120
MOG_MO45-055-1-1-1-1-B/PB80,122.56836429897663,B_120
MOG_MO45-055-1-1-1-1-B/PHB47,120.72508967442826,B_120
MOG_MO45-074-1-1-1-1-B/LH185,91.40467066909622,B_90
MOG_MO45-074-1-1-1-1-B/LH195,106.19865334095836,B_105
MOG_MO45-074-1-1-1-1-B/LH198,131.28735707539678,B_130
MOG_MO45-074-1-1-1-1-B/PHB47,126.13999654410864,B_130
MOG_MO45-078-1-1-1-1-B/LH185,109.1619317069632,B_108
MOG_MO45-078-1-1-1-1-B/LH195,106.19865334095836,B_105
MOG_MO45-078-1-1-1-1-B/LH198,117.0427171038011,B_115
MOG_MO45-078-1-1-1-1-B/PB80,124.68222187653035,B_120
MOG_MO45-085-1-1-1-1-B/LH195,120.9926360128205,B_120
MOG_MO45-085-1-1-1-1-B/PB80,120.45754333603601,B_120
MOG_MO45-085-1-1-1-1-B/PHB47,117.0427171038011,B_115
MOG_MO45-128-1-1-1-1-B/LH185,126.13999654410864,B_130
MOG_MO45-128-1-1-1-1-B/LH195,120.9926360128205,B_120
MOG_MO45-128-1-1-1-1-B/LH198,131.28735707539678,B_130
MOG_OH43_0071/LH185,109.6697880334942,B_108
MOG_OH43_0170/LH185,106.7930126053669,B_105
MOG_OH43_0367/LH185,107.54098053402814,B_108
MOG_PHG83-090-1-1-1-1-B/LH185,120.45754333603601,B_120
MOG_PHG83-224-1-1-1-1-B/LH185,119.8857080419719,B_120
MP718/PHZ51,124.68222187653035,B_120
MP719/PHZ51,124.68222187653035,B_120
